OrderID,OrderDate,ShipDate,ShipMode,AddressID
CA-2015-130974,2015-11-27,11/29/2015,Second Class,290
CA-2015-130995,2015-11-01,11/6/2015,Standard Class,030
CA-2015-131072,2015-11-05,11/5/2015,Same Day,060
CA-2015-131128,2015-10-19,10/20/2015,First Class,209
CA-2015-131338,2015-08-09,8/12/2015,First Class,024
CA-2015-131352,2015-10-08,10/13/2015,Standard Class,177
CA-2015-131422,2015-11-05,11/9/2015,Standard Class,234
CA-2015-131457,2015-10-31,11/6/2015,Standard Class,072
CA-2015-131534,2015-03-28,4/2/2015,Standard Class,002
CA-2015-131597,2015-09-14,9/18/2015,Standard Class,063
CA-2015-131758,2015-05-28,6/1/2015,Standard Class,266
CA-2015-131779,2015-06-12,6/17/2015,Standard Class,286
CA-2015-131856,2015-05-12,5/17/2015,Standard Class,017
CA-2015-131884,2015-12-06,12/6/2015,Same Day,369
CA-2015-132080,2015-08-22,8/25/2015,First Class,046
CA-2015-132101,2015-03-19,3/25/2015,Standard Class,060
CA-2015-132136,2015-03-08,3/12/2015,Standard Class,037
CA-2015-132276,2015-02-23,2/28/2015,Standard Class,024
CA-2015-132318,2015-10-30,11/2/2015,First Class,221
CA-2015-132374,2015-02-22,2/24/2015,Second Class,424
CA-2015-132388,2015-10-10,10/12/2015,First Class,538
CA-2015-132465,2015-09-11,9/15/2015,Second Class,046
CA-2015-132486,2015-10-23,10/27/2015,Second Class,189
CA-2015-132507,2015-07-30,8/3/2015,Second Class,017
CA-2015-132570,2015-10-31,11/2/2015,Second Class,251
CA-2015-132626,2015-07-09,7/14/2015,Standard Class,235
CA-2015-132633,2015-02-03,2/5/2015,Second Class,269
CA-2015-132815,2015-09-19,9/22/2015,Second Class,142
CA-2015-132906,2015-09-10,9/14/2015,Standard Class,026
CA-2015-132941,2015-05-25,5/28/2015,First Class,399
CA-2015-132948,2015-03-27,4/3/2015,Standard Class,061
CA-2015-133025,2015-09-17,9/19/2015,Second Class,002
CA-2015-133242,2015-06-18,6/24/2015,Standard Class,102
CA-2015-133396,2015-08-13,8/15/2015,First Class,308
CA-2015-133445,2015-10-05,10/9/2015,Standard Class,041
CA-2015-133452,2015-04-13,4/19/2015,Standard Class,283
CA-2015-133494,2015-03-01,3/5/2015,Standard Class,075
CA-2015-133536,2015-03-28,3/30/2015,Second Class,030
CA-2015-133585,2015-03-01,3/4/2015,First Class,033
CA-2015-133627,2015-05-31,6/7/2015,Standard Class,212
CA-2015-133837,2015-04-13,4/18/2015,Standard Class,277
CA-2015-133977,2015-09-06,9/8/2015,Second Class,097
CA-2015-134075,2015-12-12,12/16/2015,Standard Class,059
CA-2015-134082,2015-12-11,12/17/2015,Standard Class,343
CA-2015-134117,2015-12-17,12/19/2015,Second Class,142
CA-2015-134201,2015-04-10,4/16/2015,Standard Class,145
CA-2015-134257,2015-03-16,3/19/2015,Second Class,342
CA-2015-134719,2015-10-10,10/15/2015,Standard Class,134
CA-2015-134747,2015-10-12,10/17/2015,Second Class,421
CA-2015-134782,2015-12-27,12/31/2015,Standard Class,146
CA-2015-134859,2015-10-04,10/9/2015,Standard Class,064
CA-2015-134894,2015-12-07,12/11/2015,Standard Class,001
CA-2015-134922,2015-11-07,11/11/2015,Standard Class,012
CA-2015-134943,2015-12-05,12/6/2015,First Class,542
CA-2015-134992,2015-09-22,9/26/2015,Second Class,102
CA-2015-135020,2015-05-28,6/2/2015,Standard Class,145
CA-2015-135174,2015-04-30,5/2/2015,Second Class,413
CA-2015-135251,2015-08-06,8/10/2015,Standard Class,015
CA-2015-135272,2015-12-07,12/12/2015,Standard Class,002
CA-2015-135314,2015-07-09,7/14/2015,Second Class,075
CA-2015-135363,2015-03-28,4/2/2015,Standard Class,075
CA-2015-135391,2015-02-09,2/11/2015,Second Class,066
CA-2015-135489,2015-09-19,9/22/2015,Second Class,024
CA-2015-135510,2015-09-05,9/12/2015,Standard Class,327
CA-2015-135538,2015-12-24,12/28/2015,Standard Class,028
CA-2015-135545,2015-11-24,11/30/2015,Standard Class,026
CA-2015-135580,2015-12-30,1/3/2016,Standard Class,014
CA-2015-135622,2015-12-08,12/11/2015,Second Class,007
CA-2015-135685,2015-11-16,11/18/2015,Second Class,202
CA-2015-135727,2015-05-11,5/16/2015,Second Class,052
CA-2015-135853,2015-12-11,12/14/2015,First Class,186
CA-2015-136105,2015-06-12,6/16/2015,Standard Class,135
CA-2015-136147,2015-11-13,11/18/2015,Standard Class,329
CA-2015-136196,2015-11-28,12/4/2015,Standard Class,266
CA-2015-136224,2015-05-31,5/31/2015,Same Day,307
CA-2015-136378,2015-04-02,4/7/2015,Standard Class,033
CA-2015-136420,2015-11-20,11/21/2015,First Class,143
CA-2015-136469,2015-07-11,7/12/2015,First Class,050
CA-2015-136658,2015-09-10,9/17/2015,Standard Class,024
CA-2015-136700,2015-12-06,12/11/2015,Second Class,538
CA-2015-136728,2015-09-13,9/17/2015,Second Class,037
CA-2015-136735,2015-07-26,8/2/2015,Standard Class,095
CA-2015-136798,2015-05-08,5/12/2015,Standard Class,040
CA-2015-136805,2015-05-23,5/27/2015,Second Class,152
CA-2015-137064,2015-02-06,2/13/2015,Standard Class,033
CA-2015-137071,2015-12-20,12/21/2015,First Class,067
CA-2015-137106,2015-03-31,4/4/2015,Standard Class,134
CA-2015-137113,2015-12-01,12/5/2015,Second Class,060
CA-2015-137225,2015-12-15,12/19/2015,Standard Class,030
CA-2015-137281,2015-06-13,6/17/2015,Standard Class,237
CA-2015-137302,2015-04-26,5/1/2015,Standard Class,189
CA-2015-137512,2015-05-07,5/12/2015,Standard Class,294
CA-2015-137526,2015-01-13,1/17/2015,Standard Class,026
CA-2015-137603,2015-09-19,9/24/2015,Standard Class,448
CA-2015-137708,2015-11-22,11/25/2015,Second Class,142
CA-2015-137750,2015-06-25,6/30/2015,Standard Class,095
CA-2015-137897,2015-11-14,11/19/2015,Standard Class,046
CA-2015-137925,2015-11-30,12/4/2015,Standard Class,046
CA-2015-137946,2015-09-01,9/4/2015,Second Class,063
CA-2015-137974,2015-04-16,4/18/2015,First Class,181
CA-2015-138002,2015-09-06,9/12/2015,Standard Class,006
CA-2015-138009,2015-11-29,12/3/2015,Standard Class,166
CA-2015-138219,2015-03-23,3/30/2015,Standard Class,014
CA-2015-138331,2015-08-07,8/12/2015,Standard Class,075
CA-2015-138457,2015-09-13,9/17/2015,Standard Class,223
CA-2015-138485,2015-02-27,3/1/2015,Second Class,060
CA-2015-138492,2015-05-15,5/22/2015,Standard Class,012
CA-2015-138534,2015-07-17,7/19/2015,Second Class,411
CA-2015-138625,2015-11-02,11/5/2015,First Class,338
CA-2015-138674,2015-11-14,11/17/2015,First Class,331
CA-2015-138898,2015-05-25,5/29/2015,Standard Class,261
CA-2015-138954,2015-11-15,11/17/2015,First Class,046
CA-2015-139094,2015-11-22,11/27/2015,Standard Class,066
CA-2015-139164,2015-06-23,6/28/2015,Standard Class,107
CA-2015-139248,2015-07-25,7/30/2015,Standard Class,004
CA-2015-139290,2015-10-26,10/30/2015,Standard Class,350
CA-2015-139374,2015-09-10,9/14/2015,Standard Class,111
CA-2015-139584,2015-08-24,8/28/2015,Standard Class,030
CA-2015-139731,2015-10-15,10/15/2015,Same Day,140
CA-2015-139738,2015-09-25,9/29/2015,Standard Class,229
CA-2015-139780,2015-12-31,1/2/2016,Second Class,186
CA-2015-139850,2015-06-12,6/17/2015,Standard Class,064
CA-2015-139962,2015-12-13,12/20/2015,Standard Class,443
CA-2015-140025,2015-04-07,4/11/2015,Standard Class,066
CA-2015-140144,2015-06-20,6/25/2015,Second Class,035
CA-2015-140221,2015-03-05,3/9/2015,Second Class,156
CA-2015-140375,2015-10-02,10/5/2015,Second Class,249
CA-2015-140410,2015-11-03,11/7/2015,Standard Class,142
CA-2015-140557,2015-09-07,9/11/2015,Standard Class,030
CA-2015-140718,2015-07-02,7/4/2015,First Class,315
CA-2015-140830,2015-11-30,12/2/2015,Second Class,001
CA-2015-140921,2015-02-03,2/5/2015,First Class,199
CA-2015-140984,2015-09-14,9/18/2015,Standard Class,165
CA-2015-141012,2015-06-09,6/11/2015,Second Class,544
CA-2015-141040,2015-10-09,10/13/2015,Second Class,024
CA-2015-141145,2015-09-17,9/23/2015,Standard Class,416
CA-2015-141243,2015-01-03,1/8/2015,Second Class,163
CA-2015-141250,2015-01-19,1/23/2015,Standard Class,575
CA-2015-141327,2015-11-30,12/3/2015,First Class,036
CA-2015-141565,2015-09-20,9/24/2015,Standard Class,396
CA-2015-141593,2015-12-14,12/16/2015,Second Class,063
CA-2015-141740,2015-11-01,11/5/2015,Standard Class,030
CA-2015-141754,2015-12-20,12/25/2015,Standard Class,230
CA-2015-141768,2015-05-25,5/27/2015,Second Class,010
CA-2015-141810,2015-11-02,11/7/2015,Standard Class,066
CA-2015-141936,2015-08-07,8/12/2015,Standard Class,411
CA-2015-142027,2015-04-09,4/14/2015,Standard Class,107
CA-2015-142041,2015-06-07,6/9/2015,Second Class,002
CA-2015-142055,2015-05-08,5/10/2015,First Class,030
CA-2015-142139,2015-08-31,9/5/2015,Standard Class,472
CA-2015-142202,2015-09-18,9/23/2015,Second Class,134
CA-2015-142237,2015-07-11,7/13/2015,First Class,064
CA-2015-142377,2015-12-04,12/9/2015,Standard Class,335
CA-2015-142419,2015-07-11,7/13/2015,Second Class,061
CA-2015-142433,2015-04-20,4/25/2015,Standard Class,067
CA-2015-142454,2015-08-15,8/19/2015,Standard Class,233
CA-2015-142475,2015-12-03,12/7/2015,Standard Class,165
CA-2015-142601,2015-04-18,4/20/2015,Second Class,026
CA-2015-142692,2015-10-23,10/28/2015,Standard Class,060
CA-2015-142734,2015-04-16,4/21/2015,Standard Class,024
CA-2015-142755,2015-09-04,9/8/2015,Standard Class,237
CA-2015-142930,2015-11-28,12/2/2015,Standard Class,111
CA-2015-142937,2015-12-05,12/6/2015,First Class,078
CA-2015-142944,2015-03-06,3/11/2015,Standard Class,035
CA-2015-142993,2015-10-12,10/17/2015,Standard Class,006
CA-2015-143077,2015-09-17,9/21/2015,Standard Class,017
CA-2015-143105,2015-12-10,12/10/2015,Same Day,024
CA-2015-143119,2015-09-24,9/30/2015,Standard Class,300
CA-2015-143147,2015-05-26,5/28/2015,Second Class,066
CA-2015-143238,2015-09-06,9/8/2015,First Class,394
CA-2015-143364,2015-07-14,7/19/2015,Second Class,155
CA-2015-143490,2015-12-06,12/13/2015,Standard Class,189
CA-2015-143532,2015-03-19,3/24/2015,Standard Class,452
CA-2015-143602,2015-04-25,4/28/2015,Second Class,063
CA-2015-143616,2015-09-27,9/29/2015,Second Class,006
CA-2015-143700,2015-07-26,7/26/2015,Same Day,012
CA-2015-143882,2015-06-26,6/30/2015,Standard Class,347
CA-2015-143980,2015-12-25,12/29/2015,Standard Class,165
CA-2015-144043,2015-05-10,5/15/2015,Standard Class,128
CA-2015-144099,2015-11-29,11/30/2015,Same Day,035
CA-2015-144190,2015-06-09,6/13/2015,Standard Class,248
CA-2015-144253,2015-05-04,5/9/2015,Second Class,024
CA-2015-144267,2015-08-21,8/23/2015,First Class,095
CA-2015-144274,2015-11-23,11/25/2015,Second Class,050
CA-2015-144288,2015-12-25,12/31/2015,Standard Class,396
CA-2015-144302,2015-06-19,6/23/2015,Standard Class,177
CA-2015-144386,2015-11-05,11/11/2015,Standard Class,030
CA-2015-144519,2015-11-13,11/17/2015,Standard Class,525
CA-2015-144652,2015-11-20,11/26/2015,Standard Class,142
CA-2015-144722,2015-03-16,3/23/2015,Standard Class,002
CA-2015-144806,2015-12-06,12/11/2015,Standard Class,116
CA-2015-144890,2015-12-25,12/29/2015,Standard Class,014
CA-2015-145065,2015-12-12,12/15/2015,First Class,189
CA-2015-145184,2015-11-27,11/29/2015,First Class,286
CA-2015-145324,2015-11-15,11/19/2015,Standard Class,246
CA-2015-145352,2015-03-16,3/22/2015,Standard Class,149
CA-2015-145394,2015-11-16,11/20/2015,Standard Class,027
CA-2015-145401,2015-01-30,2/4/2015,Standard Class,033
CA-2015-145415,2015-04-12,4/17/2015,Second Class,006
CA-2015-145457,2015-03-24,3/27/2015,Second Class,473
CA-2015-145485,2015-11-05,11/5/2015,Same Day,010
CA-2015-145758,2015-10-30,10/30/2015,Same Day,024
CA-2015-145814,2015-11-19,11/24/2015,Standard Class,046
CA-2015-145821,2015-05-01,5/7/2015,Standard Class,142
CA-2015-145828,2015-10-05,10/7/2015,First Class,094
CA-2015-145835,2015-05-13,5/18/2015,Second Class,037
CA-2015-145849,2015-09-15,9/17/2015,Second Class,305
CA-2015-146038,2015-02-09,2/16/2015,Standard Class,014
CA-2015-146087,2015-07-06,7/11/2015,Standard Class,383
CA-2015-146255,2015-03-07,3/10/2015,First Class,286
CA-2015-146262,2015-01-02,1/9/2015,Standard Class,082
CA-2015-146290,2015-05-04,5/11/2015,Standard Class,305
CA-2015-146465,2015-11-20,11/24/2015,Standard Class,035
CA-2015-146486,2015-11-09,11/14/2015,Second Class,188
CA-2015-146563,2015-08-24,8/28/2015,Standard Class,175
CA-2015-146675,2015-04-16,4/20/2015,Standard Class,190
CA-2015-146696,2015-12-14,12/19/2015,Standard Class,189
CA-2015-146829,2015-03-10,3/10/2015,Same Day,017
CA-2015-146948,2015-07-16,7/20/2015,Standard Class,309
CA-2015-147011,2015-06-18,6/22/2015,Standard Class,329
CA-2015-147102,2015-09-19,9/26/2015,Standard Class,113
CA-2015-147501,2015-08-02,8/6/2015,Standard Class,060
CA-2015-147529,2015-02-07,2/11/2015,Standard Class,029
CA-2015-147690,2015-11-10,11/14/2015,Standard Class,012
CA-2015-147788,2015-05-31,6/4/2015,Standard Class,013
CA-2015-147816,2015-09-24,9/26/2015,Second Class,116
CA-2015-147830,2015-12-15,12/18/2015,First Class,056
CA-2015-147851,2015-12-03,12/8/2015,Standard Class,030
CA-2015-147879,2015-05-07,5/12/2015,Standard Class,554
CA-2015-148180,2015-07-26,7/31/2015,Standard Class,570
CA-2015-148250,2015-12-13,12/17/2015,Standard Class,216
CA-2015-148376,2015-12-27,12/31/2015,Standard Class,142
CA-2015-148432,2015-11-07,11/10/2015,Second Class,286
CA-2015-148495,2015-08-13,8/13/2015,Same Day,283
CA-2015-148628,2015-12-06,12/11/2015,Standard Class,381
CA-2015-148635,2015-07-25,7/27/2015,Second Class,061
CA-2015-148705,2015-03-12,3/18/2015,Standard Class,044
CA-2015-148712,2015-04-17,4/23/2015,Standard Class,046
CA-2015-148859,2015-12-28,1/1/2016,Standard Class,037
CA-2015-148873,2015-10-01,10/5/2015,Standard Class,117
CA-2015-148964,2015-05-26,5/31/2015,Standard Class,293
CA-2015-149083,2015-09-25,9/30/2015,Standard Class,006
CA-2015-149097,2015-10-20,10/24/2015,Standard Class,063
CA-2015-149300,2015-11-22,11/23/2015,First Class,187
CA-2015-149342,2015-04-20,4/25/2015,Standard Class,113
CA-2015-149384,2015-07-10,7/10/2015,Same Day,287
CA-2015-149517,2015-09-19,9/23/2015,Standard Class,380
CA-2015-149566,2015-12-05,12/10/2015,Standard Class,014
CA-2015-149587,2015-01-31,2/5/2015,Second Class,040
CA-2015-149601,2015-05-28,6/3/2015,Standard Class,114
CA-2015-149636,2015-01-06,1/12/2015,Standard Class,098
CA-2015-149650,2015-10-24,10/27/2015,First Class,233
CA-2015-149678,2015-04-13,4/15/2015,Second Class,215
CA-2015-149713,2015-09-18,9/22/2015,Second Class,107
CA-2015-149734,2015-09-03,9/8/2015,Standard Class,036
CA-2015-149748,2015-05-31,6/2/2015,Second Class,336
CA-2015-149811,2015-01-04,1/10/2015,Standard Class,533
CA-2015-149846,2015-05-22,5/26/2015,Standard Class,063
CA-2015-149909,2015-11-13,11/17/2015,Standard Class,135
CA-2015-149972,2015-09-21,9/23/2015,First Class,002
CA-2015-149993,2015-03-19,3/20/2015,First Class,195
CA-2015-150196,2015-07-02,7/3/2015,First Class,024
CA-2015-150308,2015-12-15,12/20/2015,Standard Class,183
CA-2015-150413,2015-10-19,10/24/2015,Second Class,078
CA-2015-150441,2015-08-13,8/17/2015,Second Class,239
CA-2015-150511,2015-09-18,9/24/2015,Standard Class,120
CA-2015-150560,2015-12-11,12/12/2015,First Class,304
CA-2015-150714,2015-10-26,11/1/2015,Standard Class,331
CA-2015-150749,2015-03-29,4/3/2015,Second Class,029
CA-2015-150770,2015-05-03,5/6/2015,First Class,010
CA-2015-150791,2015-09-06,9/13/2015,Standard Class,024
CA-2015-150875,2015-11-16,11/20/2015,Standard Class,481
CA-2015-151043,2015-11-14,11/20/2015,Standard Class,106
CA-2015-151253,2015-04-22,4/26/2015,Standard Class,142
CA-2015-151470,2015-09-20,9/26/2015,Standard Class,122
CA-2015-151547,2015-01-17,1/23/2015,Standard Class,558
CA-2015-151589,2015-12-27,12/30/2015,First Class,425
CA-2015-151624,2015-09-08,9/14/2015,Standard Class,154
CA-2015-151680,2015-11-19,11/21/2015,Second Class,061
CA-2015-151722,2015-10-05,10/9/2015,Standard Class,048
CA-2015-151785,2015-03-05,3/10/2015,Standard Class,037
CA-2015-151841,2015-04-27,5/2/2015,Standard Class,043
CA-2015-151869,2015-09-25,9/25/2015,Same Day,266
CA-2015-152513,2015-07-04,7/8/2015,Second Class,143
CA-2015-152527,2015-10-17,10/17/2015,Same Day,026
CA-2015-152611,2015-02-20,2/23/2015,Second Class,348
CA-2015-152681,2015-01-17,1/22/2015,Standard Class,129
CA-2015-152891,2015-10-25,10/30/2015,Standard Class,095
CA-2015-153038,2015-12-18,12/25/2015,Standard Class,032
CA-2015-153073,2015-11-13,11/13/2015,Same Day,027
CA-2015-153108,2015-03-05,3/9/2015,Standard Class,374
CA-2015-153220,2015-11-12,11/14/2015,First Class,004
CA-2015-153325,2015-03-01,3/2/2015,Second Class,258
CA-2015-153381,2015-09-24,9/28/2015,Standard Class,446
CA-2015-153388,2015-08-01,8/7/2015,Standard Class,026
CA-2015-153416,2015-11-24,11/29/2015,Standard Class,002
CA-2015-153423,2015-06-22,6/27/2015,Standard Class,145
CA-2015-153535,2015-05-20,5/24/2015,Standard Class,576
CA-2015-153549,2015-03-29,3/31/2015,Second Class,134
CA-2015-153612,2015-12-22,12/27/2015,Standard Class,471
CA-2015-153626,2015-07-09,7/14/2015,Standard Class,396
CA-2015-153717,2015-12-25,1/1/2016,Standard Class,084
CA-2015-153738,2015-09-20,9/22/2015,First Class,129
CA-2015-153752,2015-12-06,12/11/2015,Second Class,102
CA-2015-153794,2015-09-11,9/16/2015,Standard Class,143
CA-2015-153878,2015-04-25,4/30/2015,Standard Class,202
CA-2015-153906,2015-03-16,3/20/2015,Standard Class,030
CA-2015-154144,2015-12-20,12/24/2015,Standard Class,141
CA-2015-154200,2015-06-18,6/22/2015,Standard Class,189
CA-2015-154284,2015-12-21,12/26/2015,Second Class,587
CA-2015-154291,2015-07-25,7/29/2015,Standard Class,154
CA-2015-154326,2015-02-15,2/19/2015,Standard Class,310
CA-2015-154340,2015-11-29,11/30/2015,First Class,201
CA-2015-154620,2015-12-12,12/16/2015,Standard Class,195
CA-2015-154746,2015-11-14,11/17/2015,First Class,029
CA-2015-154795,2015-12-20,12/24/2015,Standard Class,489
CA-2015-154823,2015-08-21,8/25/2015,Standard Class,158
CA-2015-154886,2015-11-08,11/12/2015,Standard Class,010
CA-2015-154900,2015-02-25,3/1/2015,Standard Class,344
CA-2015-154921,2015-05-23,5/28/2015,Standard Class,038
CA-2015-154956,2015-07-04,7/9/2015,Standard Class,202
CA-2015-154970,2015-01-05,1/10/2015,Standard Class,006
CA-2015-155040,2015-11-10,11/15/2015,Standard Class,091
CA-2015-155054,2015-06-13,6/19/2015,Standard Class,508
CA-2015-155068,2015-10-23,10/23/2015,Same Day,153
CA-2015-155124,2015-03-15,3/21/2015,Standard Class,519
CA-2015-155145,2015-12-27,12/29/2015,Second Class,439
CA-2015-155306,2015-04-17,4/21/2015,Standard Class,035
CA-2015-155334,2015-07-30,7/31/2015,First Class,010
CA-2015-155453,2015-08-09,8/14/2015,Standard Class,134
CA-2015-155586,2015-12-12,12/16/2015,Second Class,550
CA-2015-155600,2015-12-04,12/7/2015,Second Class,379
CA-2015-155635,2015-05-09,5/13/2015,Standard Class,176
CA-2015-155761,2015-12-11,12/11/2015,Same Day,017
CA-2015-156013,2015-09-20,9/26/2015,Standard Class,256
CA-2015-156104,2015-12-06,12/8/2015,Second Class,305
CA-2015-156118,2015-12-08,12/12/2015,Standard Class,098
CA-2015-156146,2015-10-26,10/30/2015,Second Class,346
CA-2015-156153,2015-05-31,6/2/2015,Second Class,256
CA-2015-156328,2015-11-30,12/5/2015,Standard Class,315
CA-2015-156335,2015-09-25,9/28/2015,Second Class,306
CA-2015-156377,2015-12-31,1/5/2016,Standard Class,071
CA-2015-156440,2015-12-05,12/9/2015,Standard Class,189
CA-2015-156482,2015-02-06,2/13/2015,Standard Class,050
CA-2015-156510,2015-09-25,9/29/2015,Standard Class,317
CA-2015-156524,2015-11-20,11/26/2015,Standard Class,165
CA-2015-156566,2015-10-01,10/4/2015,First Class,041
CA-2015-156608,2015-10-24,10/29/2015,Standard Class,066
CA-2015-156734,2015-06-18,6/20/2015,First Class,298
CA-2015-156755,2015-01-12,1/18/2015,Standard Class,286
CA-2015-156853,2015-12-03,12/5/2015,Second Class,209
CA-2015-156923,2015-02-16,2/20/2015,Standard Class,356
CA-2015-157028,2015-11-28,12/3/2015,Standard Class,405
CA-2015-157035,2015-12-09,12/12/2015,First Class,135
CA-2015-157084,2015-12-19,12/24/2015,Standard Class,014
CA-2015-157133,2015-11-28,12/3/2015,Standard Class,463
CA-2015-157287,2015-12-22,12/23/2015,First Class,012
CA-2015-157322,2015-07-02,7/6/2015,Standard Class,450
CA-2015-157343,2015-06-07,6/11/2015,Standard Class,106
CA-2015-157434,2015-04-29,5/4/2015,Second Class,075
CA-2015-157770,2015-12-13,12/15/2015,First Class,441
CA-2015-157805,2015-08-31,9/4/2015,Standard Class,089
CA-2015-157812,2015-03-22,3/26/2015,Standard Class,017
CA-2015-157959,2015-02-03,2/4/2015,First Class,142
CA-2015-158148,2015-12-20,12/26/2015,Standard Class,102
CA-2015-158323,2015-11-30,12/3/2015,First Class,223
CA-2015-158351,2015-06-20,6/24/2015,Second Class,064
CA-2015-158421,2015-09-21,9/26/2015,Standard Class,038
CA-2015-158456,2015-12-24,12/29/2015,Standard Class,004
CA-2015-158491,2015-06-04,6/9/2015,Second Class,142
CA-2015-158554,2015-11-09,11/9/2015,Same Day,064
CA-2015-158659,2015-11-10,11/14/2015,Second Class,239
CA-2015-158701,2015-01-05,1/10/2015,Standard Class,095
CA-2015-158792,2015-12-26,1/2/2016,Standard Class,129
CA-2015-158918,2015-12-20,12/25/2015,Second Class,002
CA-2015-158939,2015-11-26,12/1/2015,Standard Class,335
CA-2015-159380,2015-05-12,5/16/2015,Standard Class,035
CA-2015-159534,2015-03-20,3/23/2015,First Class,046
CA-2015-159590,2015-07-18,7/21/2015,First Class,030
CA-2015-159779,2015-09-25,9/29/2015,Standard Class,209
CA-2015-159786,2015-10-12,10/17/2015,Second Class,145
CA-2015-159863,2015-09-04,9/7/2015,Second Class,015
CA-2015-160059,2015-11-27,12/1/2015,Standard Class,146
CA-2015-160171,2015-10-19,10/24/2015,Standard Class,142
CA-2015-160213,2015-03-08,3/13/2015,Standard Class,256
CA-2015-160227,2015-11-02,11/4/2015,First Class,165
CA-2015-160472,2015-07-20,7/25/2015,Second Class,319
CA-2015-160696,2015-09-06,9/10/2015,Standard Class,396
CA-2015-160787,2015-09-25,9/25/2015,Same Day,106
CA-2015-160794,2015-08-06,8/8/2015,First Class,017
CA-2015-160864,2015-05-03,5/6/2015,First Class,059
CA-2015-161214,2015-10-05,10/8/2015,Second Class,050
CA-2015-161242,2015-06-01,6/8/2015,Standard Class,063
CA-2015-161263,2015-04-16,4/21/2015,Standard Class,214
CA-2015-161445,2015-09-07,9/9/2015,Second Class,036
CA-2015-161452,2015-04-05,4/11/2015,Standard Class,002
CA-2015-161627,2015-07-06,7/11/2015,Standard Class,055
CA-2015-161711,2015-11-28,12/3/2015,Standard Class,046
CA-2015-161718,2015-12-04,12/10/2015,Standard Class,420
CA-2015-161767,2015-11-20,11/24/2015,Standard Class,163
CA-2015-161795,2015-12-21,12/23/2015,Second Class,048
CA-2015-161830,2015-09-24,9/26/2015,Second Class,060
CA-2015-161998,2015-05-01,5/5/2015,Standard Class,086
CA-2015-162047,2015-11-03,11/5/2015,First Class,256
CA-2015-162166,2015-09-08,9/11/2015,First Class,521
CA-2015-162201,2015-06-08,6/12/2015,Standard Class,105
CA-2015-162369,2015-08-15,8/19/2015,Standard Class,063
CA-2015-162376,2015-11-22,11/25/2015,Second Class,566
CA-2015-162537,2015-10-28,11/3/2015,Standard Class,001
CA-2015-162544,2015-12-16,12/19/2015,First Class,060
CA-2015-162607,2015-05-12,5/18/2015,Standard Class,061
CA-2015-162621,2015-09-05,9/11/2015,Standard Class,067
CA-2015-162761,2015-10-09,10/13/2015,Standard Class,329
CA-2015-162782,2015-02-21,2/27/2015,Standard Class,210
CA-2015-162887,2015-11-07,11/9/2015,Second Class,371
CA-2015-162950,2015-06-28,7/3/2015,Second Class,413
CA-2015-162964,2015-11-12,11/18/2015,Standard Class,015
CA-2015-163055,2015-08-09,8/16/2015,Standard Class,084
CA-2015-163090,2015-11-17,11/21/2015,Second Class,027
CA-2015-163104,2015-03-19,3/26/2015,Standard Class,026
CA-2015-163181,2015-11-07,11/12/2015,Standard Class,017
CA-2015-163237,2015-08-07,8/9/2015,Second Class,029
CA-2015-163440,2015-03-22,3/24/2015,First Class,381
CA-2015-163587,2015-03-14,3/18/2015,Standard Class,356
CA-2015-163734,2015-06-19,6/24/2015,Standard Class,033
CA-2015-163762,2015-11-27,12/1/2015,Standard Class,024
CA-2015-163895,2015-08-07,8/11/2015,Standard Class,481
CA-2015-163923,2015-05-30,6/3/2015,Standard Class,029
CA-2015-163965,2015-11-20,11/27/2015,Standard Class,124
CA-2015-164007,2015-06-08,6/12/2015,Standard Class,027
CA-2015-164084,2015-09-07,9/12/2015,Standard Class,165
CA-2015-164301,2015-03-26,3/30/2015,Standard Class,006
CA-2015-164336,2015-07-05,7/10/2015,Standard Class,012
CA-2015-164427,2015-07-31,8/6/2015,Standard Class,502
CA-2015-164441,2015-11-08,11/13/2015,Standard Class,165
CA-2015-164497,2015-11-28,11/30/2015,First Class,095
CA-2015-164539,2015-11-16,11/22/2015,Standard Class,165
CA-2015-164567,2015-06-15,6/19/2015,Standard Class,026
CA-2015-164623,2015-10-20,10/22/2015,First Class,046
CA-2015-164777,2015-01-27,1/29/2015,First Class,002
CA-2015-164833,2015-06-04,6/4/2015,Same Day,060
CA-2015-164882,2015-10-31,10/31/2015,Same Day,072
CA-2015-165050,2015-12-07,12/9/2015,First Class,024
CA-2015-165057,2015-09-11,9/15/2015,Standard Class,072
CA-2015-165085,2015-12-27,12/31/2015,Standard Class,235
CA-2015-165162,2015-05-14,5/21/2015,Standard Class,004
CA-2015-165414,2015-12-21,12/24/2015,First Class,223
CA-2015-165554,2015-05-18,5/22/2015,Standard Class,026
CA-2015-165624,2015-08-23,8/28/2015,Standard Class,149
CA-2015-165799,2015-06-29,7/2/2015,First Class,024
CA-2015-165813,2015-03-20,3/22/2015,Second Class,161
CA-2015-166135,2015-10-01,10/6/2015,Standard Class,043
CA-2015-166219,2015-08-28,9/1/2015,Standard Class,177
CA-2015-166338,2015-12-06,12/7/2015,First Class,413
CA-2015-166464,2015-09-12,9/17/2015,Standard Class,046
CA-2015-166492,2015-04-07,4/10/2015,First Class,046
CA-2015-166583,2015-06-26,6/30/2015,Standard Class,033
CA-2015-166604,2015-05-15,5/20/2015,Second Class,237
